Position,Rating,Review Title,Role,Pros,Cons
739,5,Great place to work!,Swqa compatibility tester,Great place to work. Great people. 10p for cans from the vending machine. I worked nights 4 on 4 off for 11 hours as a temp. 11 hours wasn't bad though as I enjoyed the job. I would definitely apply for a QA position at PlayStation again.,Can't think of any cons.
740,4,"A challenging environment where projects, solutions, and priorities are often in flux.",It manager,I work with some very skilled and talented people. A wide range of technical problems to solve keeps things from getting dull.,Too little strategic project management with customers often shifting priorities. Clear expectations are often lacking (or insufficient).
741,3,Projects are usually engaging but the constraints (eg time) put around them make them unecessarily challenging.,Programmer,People are great to work with. There is a lot of talent and experience within the studio. Often space to take responsiblity.,People can hide while good people not always rewarded.
742,5,Excellent company to work for,Senior pr assistant,Very stimulating creative environment. Management is professional and takes an invested interest in employees.,My personal experience was that I had a 57 mile commute one way in heavy traffic.
743,5,Good company to work for.,Senior audio programmer,"Nice pension scheme, holidays and benefits. Nice team atmosphere, generally great place to be in. Great perks and generally great talented people.","Detached teams, not a lot of collaboration and technology sharing across teams, some uncertainty in the future of studios causes anxiety."
744,3,playstation vue,Tv production coordinator/operation specialist,The pay is good. You will be working with many people who are very talented and come from various production backgrounds.,Management does not communicate well with their staff. You will be thrown in the deep end of the pool and expect to swim right off the bat.
745,5,Great Company to work for,Anonymous employee,+ Fosters Innovation + Not too bureaucratic + Adopts new technologies quickly + Very Fun to work at + Good Benefits,- Can be a bit chaotic and fast moving - Internal movement not easy - Difficult to get multiple departments together.
746,4,Release Engineer,Release engineer,"People, Infrastructure, software used. Loved the way the scaled and managed the network","Sony Germany managment. We had a lot of problems communicating with Gaikai mother company in Germany, amongst other things the english language was not commonly spoken."
747,3,It depends which department you are in,Associate manager,Nice campus! People are generally friendly too!,"Even after the global re-org, things are still not global. Things get decided among higher ups, and many people are not good at communicating in general. Work life balance is not so great."
748,1,Sinking ship,Developer support,Stable benefits and interesting industry,"A company that was created overnight allows untalented/unskilled managment to rise to levels where they are harmful to other employees. This company lacks a mission, goals and the performance review system is a joke. You are lucky to get a performance review. Many employees went without performance reviews for years."
749,2,Sony is a really messed up company,Anonymous employee,The brand holds a lot of value with customers.,The company is very disorganized and chaotic. There is not a clear vision on how to improve their current circumstance.
750,4,Great place to work,Quality assurance tester,"Fun environment to work, great staff, paid holidays, amazing events, and free video games.","Contract staff members have to go through staffing agencies, little to no advancement."
751,4,sony is a big company,Anonymous employee,amazing breadth of entertainment and technology businesses,too many silos. difficult to leverage the best of sony to come together
752,5,Great working environment with good opportunities for career growth,Anonymous employee,- Care for staff - Comprehensive benefits - Opportunity for international travel - Soho location with great restaurants and pubs,"- Location in the most polluted part of London, Oxford street - Working from home up to two days a month, could be more."
753,5,A great place to work,Anonymous employee,"Playstation swag, the culture, very family-oriented and understanding colleagues and management. Casual work environment , but not inappropriate behavior. Generous PTO and benefits. Good work/life balance.","As a tech company competing with other tech companies, Unlimited PTO would be ideal, along with more free lunches."
754,1,30 people laid off 8/22/2019,Senior systems engineer,Pros are only valid if the company does not have an agenda solely motivated by greed. This was just demonstrated a few days ago as 30 people were laid off only for increasing profit.,"You don't know how long they will keep you around, and there will be no warning signs."
755,4,Great place to learn product,"Manager, analytics engineering",1. Good WLB 2. Great bonus 3. Great perks,1. Bonus is paid 2 months after FY end 2. You have to constantly work towards your promotion 3. Actively be involved in politics to secure your position
756,1,Rah Rah Wrong,Technology lead,"Profitable, Lots of opportunity for impact, Great place to rot for rest of career (if that is where you are at in your profession)","Weakest LT seen (skillsets, change mgmt, fit) Arcadic Technology, Operates at a snail's pace, Dilusional Intuit Leadership, Rah Rah while sweeping actual issues under the rug, Zero accountabilty,"
757,5,great place to work in san diego,Anonymous employee,"people, technology, products, carrer pathing. You get to work with some amazing people that work hard everyday...not because they have to but because they want to. There is tremendous sony pride and it shows in their work product.",I really dont have any
758,4,It's A Good Place To Work,Anonymous employee,"Flexible hours, good benefits good PTO friendly co-workers good location","Balance between work and life not good, pay is not equal to other studios culture has changed"
759,2,Nice team but management are not present,Software architect,- Good benefits - Free Drinks! - Super nice team - Nice office space,- Lack of clear direction - Lack of decision making processes - Wasting time constantly - Management blame culture
760,4,"Different cities, different worlds",Anonymous employee,Excellent benefits and focus on fun for the consumer,It's a big company. Many changes in management styles / systems and bonus system changes every year (though generally for the better). Completely different experience working in SD vs. SF vs. San Mateo
761,4,employee's review,Software engineer-ii,"SonyPlaystation system is huge and it provides many services, which means there is a lot of projects you can work on. Good for career development if you want to diversify your skill set and learn different things.",The overall package is not that competitive.
762,5,WOW,Security analyst,The most amazing work environment with some of the most amazing people. They really take care of their employees and even contractors.,I have none and I have been here for 3 years
763,5,Great place to work,Executive assistant,Boss is supportive and fun to work for. Coworkers are team players. Benefits are above the norm.,Alot of unecessary processes that could be simplified. Processes need to be Audited.
764,3,ok company,Gaming specialist,"Good benefits, Global company, Free gaming stuff",The environment is not as collaborative as other places. Tends to be a boys club.
765,4,Great Brand Weak Leaders,Senior vice president,People in rank and file are great. Brand is amazing . Good work life balance,Sr management and leaders are weak. Political appointments.
766,3,Great bunch of people let down by management,Anonymous employee,The people working around the clock trying to make things happen,The higher ups with a no risk approach letting down the potential this studio can output
767,5,Great place to play and work!,Senior software engineer,"Everyone seems passionate about contributing to both a fun product and a great place to work. The work life balance on my team is fantastic, and I get great benefits.",I don't have anything negative that is worth contributing here.
768,4,Great data & infrastructure,Data scientist,"Young and committed team, lots of diversity, great product, good tools & set up for doing data science",Organisationally - slow to take up the potential to use data to change established practices
769,1,not a place to grow technically nor a place that is fair to employee.,Senior analyst,the only reson is - sony brand but this is a division not a corporate style,"poor management, poor communciation, gassip everywhere, favorlism, politics everywhere, mean and unprofessional people, projects are dominate own and run by 1 or 2 people, no team work."
770,5,Growth engine for Sony,Anonymous employee,"Get to work closely with the Playstation team to build great products for gamers. Digital experience is very fulfilling, especially since we are growing.",Sony overall has business units that are challenging and that can affect other divisions
771,4,Great company to work for,Anonymous employee,"Great location, great office, very good hr and team activities, good benefits and perks",The internal politics are terrible
772,3,Compliance Tester,Anonymous employee,Good shift pattern of 4 on - 4 off. Annual bonus. Health and pension schemes. Learning and development available.,Low pay. Lack of progression opportunities. High work load. Understaffed. Boys club attitude within management.
773,3,Tech Company without too Many Tech Bros,Desktop support technician,"Great culture, super international, awesome product to be affiliated with",IT department is staffed by the typical assortment of mostly men who are not great at communicating.
774,4,"Fun, energetic environment",Leadership,Build life long friendships with a great group of people. The excitement of the entertainment industry and the people are what make this a great place to work. Benefits are also rock solid.,Has become very bureaucratic and cumbersome to get things done.
775,2,"Management, salary, promotions, bonuses suck!!!",Senior qa engineer,Nice people if u become friends. Flexible hours.,People treated like dirt. No respect. The manager is always right even though she/he is a total full and doesn't understand the process
776,5,Great Place to work with interesting problems,Hardware engineer,"As a Software Engineer, the benefits, and work are moderately interesting, and the salaries are more or less competitive.",Crunch times lead to undue stress
777,4,Solid B+,Anonymous employee,"Some of the kindest and most dedicated people you'll meet. Unless you work in a game studio, hours and expectations are more than reasonable.","Difficult to move up, sometimes slow to move and innovate."
778,3,"Great people, great brand",Product manager,"Strong brand, a forward thinking company producing some of the most exciting content out there",Weak Human Resource strategy. Poor communication between sister sony companies and from senior management
779,5,Amazed,Anonymous employee,"Work-Life Balance, Salary, Upper Management is dedicated, passionate and overall amazing.","Currently I have no cons, the team is well rounded and work hard."
780,2,"Great people, lousy management",Anonymous employee,"Great people, nice campus, good benefits",Working in a very Japanese-centric behemoth. Change happens at a glacial pace. Abusive managers protected by an antiquated HR department.
781,4,Good place to work if you don't mind a huge corporate hierarchical structure,Anonymous employee,Get to work on high quality game titles,Corporate environment. Don't expect a start up type of environment. Huge hierarchical structure Internal politics
782,4,Working at Sony Playstation,Anonymous employee,Sony is a great company to work for. The employees are terrific and very collaborative. The casual dress code is a bonus. Benefits are amazing.,This isn't really a negative but you will work hard - it's not 9-5.
783,5,Sony Playstation San Diego,Animator,"Location: San Diego. A good mixture of corporate and relax work environment. Everyone is friendly. Cool work. Every now and then, we get movie stars to show up. Fun regular events.",Hard to get a permanent job.
784,1,Abstract Bureaucracy,Senior project manager,It's Sony. Name-Brand Equity on your resume. Easy place to work.,Respecting the status quo and departmental lines & politics is more important than doing the right thing for the company. It's a terrible place to work unless you are completely checked-out from your profession and just care about a pay-check.
785,2,"Not great, not bad",Anonymous employee,Relaxed work environment Very nice colleagues,"NOT a DEVOPS company, old waterfall approach to business with lots of bureaucracy standing in way of innovation and fast learning iterations. For those who value DEVOPS, not a great company. For those who value job security, highly recommended."
786,4,"Great company, very difficult and lengthy path to promotion.",Audio engineer,"Good culture, friendly and inclusive colleagues. High profile and quality products.",Very difficult to climb the PlayStation ladder. It can be a 5 year path to become a FTE.
787,4,Longtime employee,Anonymous employee,"Nice, smart co-workers. Division is doing very well. Good location. Lots to like generally.",Company has politics. Wish we got to work on more interesting projects here in Los Angeles.
788,5,"Very good experience, people are super nice, very professional and efficient working style.",Software engineer,"People are professional, nice and smart. Location is wonderful.",Food is always the same. Workload is a little heavy.
789,5,SNEI Summer Intern,Software engineering intern,"Great place to work. Fun people, relaxing setting. Got to feel like a part of the innovation going on, and the company was always coming up with new ideas.",Maybe a better building? Overall I liked my experience a lot.
790,3,"Great product, large company operating in silos.",Creative services manager,talented teams and great products,"no culture, pays below market rate and lack of mentorship"
791,3,Associate Manager,Anonymous employee,Great team of people who are passionate about the product. Diverse group of people.,Demanding hours for low compensation. Each dept has different management styles so depending on what team you work for it can be a positive or negative experience.
792,5,Sales planning executive,Anonymous employee,- Very good work atmosphere - casual style of working - good incentives (PlayStation sponsors the Champions League) - good bonus,- difficulty to grow to more management positions as few older people quit the company
793,5,Amazing organization!,Anonymous employee,"By far the best place to work! Amazing, engaged team, great products, newest technology stack","Obviously, some of what we work on is confidential - so however much I'd like to explain what I do, I'm not able to discuss it"
794,2,"Good on CV ,poor salaries,OK for juniors",Anonymous employee,"Relaxed environment and nice people .Sony looks good on CV, OK company in order to gain experience for juniors but for 2-3 years max.","Poor management at all levels, poor pay."
795,3,No room for trainees,Marketing lead,You can be part of one of the biggest videogames corporation in the world and learn how the intern organization really works.,There is no way to grow inside the company due to their inexistent possibilities of jobs for young people.
796,5,Great Working Environment,Anonymous employee,PlayStation brings together talented people from all parts of the globe. It encourages creative out-of-the-box thinking and rewards hard work.,"Sometimes there is a disconnect between upper management and the people working under them, but only in a few departments"
797,3,Great for work life balance,Manager - infosec,"Liberal culture, work-life balance, latest technologies, employee caring","Salary less competitive than other Software/Product companies, slow growth"
798,4,"Old Fasion, very slow to adapt technology",Staff engineer,"Maintain good work life balance, pay is good, bonus is good","Very slow to adapt change, pretty much waterfall, very hard to make a change"
799,2,There are still many issues between the regional headquarters that need to be addressed.,Anonymous employee,The Job stability and benefits. Working on intersting new hardware.,"Japan does not fully understand the European and North American markets, yet drives most of the decisions."
800,4,Well run department and great product so fun to work there.,Anonymous employee,Very professionally managed department. There was lots of opportunity for learning and access to necessary resources.,Not much upward mobility. The people ahead of you were probably not going anywhere.
801,4,Professional and laid back,Anonymous employee,"Free coffee, laid back testing environment, no stress, and lots of gaming","Low pay, could get let go at any time, some coworkers can be idiotic"
802,4,Great opportunity to learn,Lead tester,"A welcoming environment, great people and lots of opportunities to develop skills and contacts.","Extra focus on cost saving, sometimes at the cost of quality of employment."
803,2,Stuck in the 00s,Anonymous employee,No overtime. Friendly team.,"No autonomy. Poor management. Too many producers and Directors. Very old style of making games (well no real style, they just wing it and hope for bailouts from HQ)."
804,5,Merchandising representative,Merchandising representative,"Good benefits, pretty fun job, you get to set your own schedule, gas is covered, winter break and holidays off.","It gets pretty lonely driving around alone, and the wear and tear on my car is more than I expected."
805,5,videographer,Anonymous employee,"clearly described tasks, no ambiguity, fun environment, always exposed to new events and places. great experience.",did not have a chance to see my final work in the finished piece.
806,4,Overall Good Experience,Anonymous employee,Overall Good Experience in working there. Work on a lot of cutting edge technologies. Very fast paced,"Because of the fast pace, there is a struggle with a work life balance. The business puts very aggressive time schedules in place."
807,3,Great place to work if your boss is not insane,Senior producer,"Great company, great folks working there, great team spirit.",Some of the emperors have no clothes
808,3,The teams are great and everyone is super helpful,Security operations engineer,Got to work with great team and great company's benefit,Poor Human Resources. They are so unclear with everything and the system is pretty slow.
809,3,Admin Assistant,Anonymous employee,There is lots of work to be done. You constantly stay busy.,Too many cliques. Everyone in their own world. No one speaks to one another.
810,3,Manager,Anonymous employee,Great colleagues and life long friendships made!,"Hard to get promoted, pay is a lot lower compared to other high tech companies"
811,3,Fair,Anonymous employee,"excellent work life balance. people are nice to work with. if you know how to swim, excellent place to work for.",Lots of politics. salary low compared to industry standard. very on perks
812,3,Engineer,Anonymous employee,- Talented engineers - Multi-disciplinary teams - Working on games and hardware prototypes,- Lack of clear direction - Lack of decision making processes - Wasted time on many design iteration
813,1,In-bred boys club,Anonymous employee,Great people and very talented Work for a well known brand name,The boys club continues to prevail and prevents growth for staff Salary low compared to similar roles Not open to critical feedback
814,5,Great place to work while maintaining work/life balance,Attorney,"Highly competent, professional work environment across multiple company business units. Solid benefits.",Overall comp can't compete with the biggest bay area tech companies. Changes are generally slow to happen given the corporate structure.
815,4,Fun place to work,Gfqa compliance tester,"Fun place to work, 4-on-4-off, great people! generous free games and gifts (got a free ps5 to celebrate launch)","Low Pay, very difficult to progress higher and earn more, No dental care as advertised on job description"
816,3,"Great culture, bad rewards/ recognition",Senior program manager,Awesome culture Flexibility on schedule - good wlb,Pay is not competitive Recognition for high (outstanding performance ratings) are not there
817,5,A Good Company to Work For,Anonymous employee,Good treatment of staff. Perks. Relaxed and mature atmosphere.,Not the highest salaries in the industry. Biased towards the southern branches of the company in the UK.
818,2,"Great People, Horrible Management",Anonymous employee,Workers in non management roles are amazing and so talented!!,"If your not ""in"" with management or HR your not going to advance anywhere. HR makes all the decisions even on product development."
819,4,"Great company, OK department",Anonymous employee,- engaging field - great people - great benefits and corporate perks,- questionable initiatives/direction - senior management is incentivized to prioritize department performance over overall business performance - lower levels of the company are underpaid
820,3,A traditional Japanese companey,Software development engineer,The starting salary is good for being in Japan.,The management system is more a relative evaluation. You should except no training at the beginning. All of my coworker works later than 8pm everyday.
821,4,Company has changed recently and new management is probably leaving soon.,Promoter,Great product and many good people. Relaxed work attitude fun extras.,New management going in wrong direction. Feel they will be leaving one way or another soon.
822,3,Not ONE Sony Playstation,Localisation technician,Looks good on your CV Free videogames Get the opportunity to see how a big global corporation works,Working in the Liverpool offices did not feel like I was part of the PlayStation family Salaries are a tad below average
823,5,Fantastic environment,Software engineer,Great annual benefits. Plenty of opportunities to move around the company and earn experience. Free language and work tuition.,"Not really any that I can think of! Everything is great, friendly colleagues and passionate about their industry"
824,5,game tester,Game tester,they teach you a lot about gaming and technology with an amazing creative thought,you might not get there on time so you would need a plan
825,4,Great place to work,Anonymous employee,"Generous benefits, great work environment, fun teammates, and fantastic products.","A legacy of siloing in many departments remains throughout the organization, also lots of homegrown talent leads to pay disparities over time."
826,4,4+ years at SIEE.,Anonymous employee,"Relaxed, friendly environment with potential to move to other departments easily.","No career progression, low salaries compared to similar roles elsewhere and very little personal development."
827,4,Long Hours,Program manager,"Quite a few perks: free PS5, subscriptions",Long and unsociable hours. They keep talking about work life balance and respecting time zones - then send a meeting invite for 19:00!
828,3,Get in but get out quick,Senior account manager,The team executing are solid and fun.,"No chance for promotion. Lip service but no action. Get in, but get out quickly."
829,5,Great Place to Work,Engineering leader,"Great people, great benefits, great product",Sometimes slow to move and adapt
830,4,Great benefits,Anonymous employee,Great benefits in the San Francisco Bay Area for a tech company.,"Too many upper management level changes that while do not affect the bottom line, it is not looked too good among employees."
831,4,Great company to work for,Anonymous employee,Flexibility and work from home office. Manage your own time..great benefits and perks.,Work load overwhelming and not compensated for all time worked..mostly administrative work.
832,3,SCEA fun play to work,Senior manager,"Lots of Free games, the people are fun to work with, lots of interesting things going on",merging with SNEI has eliminated lots of roles
833,4,Nothing special,Senior environment artist,"Big name on CV, apart from that non the best place to work at.",Pretty mediocre staff when it comes to lead artists and designers
834,3,Not Competitive,Anonymous employee,"nice people , some good benefits",no set path to promotions. some people get promoted after only a year of half way doing the job while others get no promotion for years of going above and beyond.
835,5,Group Manager,Anonymous employee,"Great team, great benefits, great products.","Lots of cooks in the kitchen can lead to turgid processes. Great for people who like a firm solid base, but frustrating for those wanting to drive change and innovate."
836,5,Gud one,Customer service,I being a great fan of PlayStation since my childhood and its one of my great interest to wrk at PlayStation too.,Nothing much tats all I can say right nw
837,3,Good place to be,Game tester,"The cool, laid back atmosphere and playing the games",can be a popularity contest
838,5,Play is critical,Vice president,Positive culture with people committed to making products and conduct that bring joy to people’s lives. Japanese cultural influences are generally positive and contribute to a collaborative spirit,Consensus-drive decision making can be tedious sometimes.
839,4,Great company and culture,Senior product manager/senior product owner,Commitment to diversity. Highly skilled and industry experts across all areas of the business,Can be a high-pressure environment impacting work / life balance depending on the department you work in
840,2,Sad place to work,Human resources,no one really works outside the 9-5 hours,"no one cares much about company success, everyone is there to just get a paycheck and there is no loyalty towards the products they contribute and work on"
841,3,Good place to work,Anonymous employee,Exciting place to work especially if you are into gaming.,Have no clue how some got hired and can stay hired.
842,4,great place to work,Anonymous employee,"they have a restaurant on the top floor, they even have their own Starbucks on the 3rd floor!!!",the drive is a bear when getting off at 5:30 no flexibility in shifts
843,5,Great Place to work overall!,Anonymous employee,"Great Team environment, great salaries, benefits and overall work environment.",work balance and personal life can be a sacrifice. Overtasked with short staffed teams in engineering.
844,5,PlayStation Knowledge,Designer,Great gaming environment to work within.,Progression is very slow within the business.
845,3,Not so good for those who want to do hands on,Software engineer,You can involve famous product,Core development is outsourced to the external company and big differences in salary between Sony and SIE.
846,5,Great company to work for,Software engineer,"Good, hands off management. Great work-life balance. Pay is competitive. Friendly policies during pandemic.",ESPP leaves something to be desired. 401k match isn't the greatest
847,3,Good people to work with but a bit disorganized,Counsel,Easy going atmosphere and good work life balance,Very separate departments that do not sure information. Rigid chains of command
848,3,Great for gamers,Senior manager,"If your a gamer like me, you'll enjoy the cause and contribute to the gamer experience. The launch parties are fun.","Not on par with SalesForce, Cisco or other top valley employers"
849,4,Pretty good overall,Software engineer,Excellent colleagues Creative work Challenging and top of line innovative projects,Sometimes silod in groups. More true to Sony org than PlayStation. Upper layer management communication frustrating. A lot improved but more to go. Inertia to change
850,5,"Great people, flexibility and products",Anonymous employee,"-Flexibility, people I work with, leadership of the teams I support","-lack of coherent/logical process in some areas and functions. -Culture/Value Statement is admirable, but not necessarily followed by all."
851,5,Customer service,Anonymous employee,Work from home is a plus.,Always nice to meet the team and build rep-ore.
852,5,Anonymous,Anonymous employee,"Great environment, office locations & benefits. Good progression, managers that listen, flexitime",None at the moment. Great company to work for
853,3,Gender is an issue here,Anonymous employee,Exciting brand and decent bonus,Not very diverse or supportive of females in senior management positions
854,3,Fun company,Anonymous employee,"Fun company, gaming environment. Good benefits package","Little progression, pay is low as it's supposed to be a 'priviledge' to work there."
855,3,Good benefits but weak compensation and poor management,Legal counsel,"Fun place to work, quite social, lots of perks - free first party games, relaxed work culture",Lots of internal politics Below market rate pay Glacial pace of promotion
856,4,"Good, can be better",Data engineer,Profitable company Market leader Comparative Base Salaries and Bonus Generous PTO,Too conservative Japanese types Way too traditional Boss centric No Stock equity
857,4,Working for PlayStation,Global account manager,"Great people, fun, dynamic, interesting, good perks","Overworked, salaries could be better, difficult to progress, decision making is slow."
858,2,High turnover,Programmer,SCEA has attracted some top talent. Many of the engineers and designers that work there are incredible people.,High turnover. Many people leave because they are dissastisfied with the company.
859,4,I enjoy the mix of responsibilities,Anonymous employee,"New campus, nice cafeteria, discounts on playstation items.",Like any company you have some bright folks and others that need handholding.
860,4,Fun place to work with reasonable work life balance,Staff software engineer,"good work life balance, fun products (if you are a gamer)",Uptight hierarchical Japanese management culture sometimes clashes with freewheeling and open US/Bay Area software work culture
861,4,Good working environment,User experience,- Opportunity to work with the smarter people in the video game industry - Good work/life balance - Flexible hours - Good relocation package,- Slow to take decisions sometimes - Management can be difficult to convince
862,4,System Administrator,Anonymous employee,"Great people, good benefits, positive work environment",No development plan to help get you to the next point in your career. Little to no training oppurtunities
863,4,Sr Analyst,Anonymous employee,"Good culture, lots of fun events and relatively good work life balance.",A bit antiquated in the systems and analysis conducted in certain departments and senior management seems content with the status quo.
864,4,"Great place to work, excellent benefits",Senior ui designer,Great people to work with and learn from,"You're a number, not a person. You could be laid off at any time."
865,2,Its ok,Game test analyst,"Industry experience, there is usually lots of overtime","inconsistent work, you can do a good job for a long time and go unnoticed"
866,2,Depends on the department,Anonymous employee,"good life work balance, fun work environment.",A lot of politics are here
867,3,"No room for advancement, unless you work in corporate office",Anonymous employee,"Benefits, and good perks, great hard working co-workers","Unorganized management, poor planning for projects. Promote office staff that is clueless"
868,4,"Great team, smart people, can improve in communication.",Anonymous employee,Forefront of digital media and services.,Being part of an enormous international conglomerate makes change slow and communication difficult.
869,5,"Fun Environment, Passionate Customers, Great Business!!!",Engineering leader,Incredibly passionate customers Awesome entertainment products and experiences Challenging technology opportunities Top brand Great company Incredible facility,Geographically distributed teams makes collaboration challenging
870,3,Salles Manager,Senior regional manager,"Great environment, great product, good opportunity on education, competitive salary","a lot of politicking, it takes a long time to grow within the company"
871,5,Intern Life at Sony,Intern - hourly,Awesome Company. Lots of talented people working there. Lots of Perk. Managers are nice. They take interns to the awesome E3 event.,Management was pretty slow making intern to full-time decision.
872,3,Sony Interactive Entertainment America,Anonymous employee,"Good location, decent facilities, fun people",Lack of structure within organization. Dysfunctional relationship with other business divisions.
873,5,Playstation,Anonymous employee,I like game and accounts,There is no problems at PlayStation
874,4,Great culture great benefits less growth options,Software qa engineer,Great culture supportive management very good salary and good bonus and benefits,very less upward movement and less growth options
875,4,Great company and great benefits,Senior manager,"Good work life balance , great colleagues to work with. Their Products are amazing and the company has a lot of creative talent.",lot of structural changes in the company
876,4,Changing company,Executive assistant,"Fun products, employee perks, good people",Lack of sr. Leadership accountability due to long tenures.
877,5,Great Company to work for!,Manager,Great culture! Fast paced environment technologically diverse Extremely supportive leadership team CEO is very open about strategy and company vision!,some teams need infusion of fresh blood to drive creativity and support change
878,5,Current Employment,Senior animator,Pay and benefits are great for this industry.,"Crunch time is still a thing, but not a prevalent as previous jobs."
879,4,Great place to work,Senior sound designer,"Great people, fun job, excellent facilities","Hours can be long during crunch times, very little chance for career advancement (instead of promoting from within, they tend to hire new people)"
880,4,Good company bad tech stack,Senior software engineer,Great WLB Chance to work on good projects,Compensation is under-par and very below average with absolutely no stock options. Still a startup mentality in some teams
881,3,Ok,Project manager,Free teas and coffee. Cheap cantinee,No career growth you will be stuck in one position.
882,2,"Pluses and minuses, overall, it just hasn't lived up to its potential",Anonymous employee,"great benefits, amazing products, and a lot of learning potential","unclear leadership, lack of direction, not much career growth opportunities"
883,4,Fun working environment no more,Anonymous employee,"Name recognition, benefits, people, business climate.",Disorganized with dated practices. Change brings too many cooks to the kitchen. Management can make poor choices for company's growth.
884,3,Meaningful,Qa professional,"Experience in testing, free soda, up to date on all gaming trends.",The groups are clicky and group oriented. Easy to not fit in
885,4,I worked here for 8 years and learned a lot about the gaming industry,Qa professional,Reliable employment with a focus on growth through experience.,Limited upward mobility and inadequate compensation.
886,5,Great organisation,Senior development manager,I worked at SCEE for over 10 years and thoroughly enjoyed my time there. Great pension scheme and benefits Fantastic teams Awesome experience,Sometimes very demanding Crunch can be more than 6 months
887,2,Used to be the best place to work,Anonymous employee,Great work enviroment Good employee discounts,"Management is worst than ever, morale is non exiting"
888,5,Programmer Internship,Anonymous employee,"Great people, Great experience Behind the scenes of the video game industry","None, had a great time, worked with great people, Highly recommend, especially for internship opportunities."
889,2,Great Brand- Bad Politics,Anonymous employee,Brand recognition Benefits are good Work/life balance,Sr. Leadership Horrible politics Culture has changed since integration
890,4,Fun place,Software applications engineer,Great bonuses and tons of vacation time,"Slowish movement, everything is time gated"
891,4,Good place to work,Anonymous employee,Fun and exciting place to work with great campus and cool co-workers.,Salary is a little less than the industry around the bay area. No stock options.
892,5,Best company to work,Anonymous employee,"1. Play Station
2. Global product
3. Global team with business trips","I have been working for more than 3 yrs now, didn`t find any cons till date."
893,5,Administrative Assistant,Anonymous employee,Great company benefits and team culture. Lots of fun company activities and generous paid time off.,None that I can think of right now.
894,4,Not bad,Sre engineer,Easy to join compared to GAFA and has a big scale system.,Too busy with the legacy systems to grow your career
895,5,"Great place to work, but lower than industry salaries",Business development executive,"Great team, smart people, lots of free games","Japanese bureaucracy, slow moving projects, small budget for implementation"
896,4,Great Place to work,"Manager, program management","Innovation, great culture, great perks","Sometimes slow decision making, bit risk-averse, slow growth in terms of promotions"
897,5,Talent Acquisition,Anonymous employee,"Great Leadership, the whole company is on the same page with the PS4 launch, everyone seems to be moving in the same direction, Tons O Fun!!!!",no shuttle bus from the train station
898,3,Web Developer Review,Web developer,Great positive motivators for all employees like free DVS's and music from Sony Music.,Many professionals are underpaid and overworked at the same time.
899,4,Great place to work and have on your resume,Anonymous employee,"Video games, fun environment, flexibility, great work/life balance","Low pay compared to other companies, little room for career advancement in some divisions"
900,5,It would be fun to work with them and try out new games.,Beta game tester,"Fun, excitefull, experience, challenged, happy.",Spending to much time instead of my homework.
901,4,Good workplace for computer graphics engineers,Software engineer,"Good coworkers, flexible working style, famous product",Relatively low benefit in Tokyo by comparing to software engineer positions in other industry
902,1,The founder lacks decision making ability,Lead software engineer,There is no pros that I could think of.,"The founder lacks any kind of understanding of Technology and engineering process. He has unreal expectations. He does not know who to trust, thus he ends up trusting the wrong people. Salary is late. Hire and fire whimsically."
903,4,"Overall, great place to work",Brand specialist,Management invests in the growth and development of their employees,Achieving a work life balance can be hard depending on your department
904,3,Job Responsibilities are manageable,Anonymous employee,work-life balance is decent. Retail Team falls under a different umbrella than the rest of the company.,Reps that are friends with managers get away with a lot.
905,3,Great job security,Strategic planning%2c manager,"Great people, job security, generous bonuses, work life balance; it’s particularly good if you are director level and above","Too much process, slow to innovate, prioritizes tenure over talent"
906,4,Stable yet no opportunity for growth,Anonymous employee,Stability product parties over time pay,They do not promote. Not open to new ideas.
907,4,there is worth more than money,Associate producer,I met a lot of great game creators there.,It is difficult to change something.
908,4,Technical Project Management Intenrship,Anonymous employee,Loved the culture there and the people are so qualified to work there. It is also culturally diverse.,The internship was not challenging enough for me.
909,3,Nice perks but muddled career paths.,Anonymous employee,"Great environment, smart people, fun to work in the heart of gaming.","Unclear career paths and structures, seemingly limited interest in fostering internal development."
910,3,Great brand and nice environment,Project manager,- Great work life balance - Great brand - Nice offices - Interesting projects,- Outdated management style - too hierarchical - Very few opportunities for progression and growth
911,4,"Great culture, great company to work for, great benefits",Environment artist,"Benefits, creative product, career support and resources",Can have long hours during crunch
912,3,Culture has changed,Program manager,The product is great and insanely recognizable.,Career advancement is not great. Lots of people left lately. Very corporate. A lot of ambiguitiy about WFH/remote.
913,5,they are great and reliable,Game designer,they are great and reliable to work with,nothing to talk about the company
914,3,Recruiter,Anonymous employee,Love the product. Fast pace. Nice campus.,Very silo. No HR vision or plan in order to engage or retain employees. HR does not seem to care about people
915,4,Fun place to work,Administrative,Really fun company to work for!,Transition from contract to full time took too long.
916,4,Great benefits,Anonymous employee,"great Sony benefits, great 401k match, reimbursement of public transport fare, gym for free, great medical benefits",salary is average as compared to other growing It companies.
917,3,Architect,Data architect,Great place to work. Work and life balance is good.,No scope for career growth. Salary is not that great.
918,5,Fun company to work for,Policy analyst,"Good people and social, excellent events",Lack of women in senior management roles
919,3,Cool place to work at.,Anonymous employee,Flexible work schedules. Good comps. Nice culture.,Not much for career advancement.
920,4,GREAT!,Senior program manager,"Happy, happy people! Great benefits and salary.","Company is still ""young"" and needs more structure. That will come in time, I'm sure."
